artist_name,genre
Wiz Khalifa,rap
Wiz Khalifa,southern hip hop
Wiz Khalifa,trap
倪安東,No genres found
Angela Chang,mandopop
Rod Wave,florida rap
Rihanna,barbadian pop
Rihanna,pop
Rihanna,urban contemporary
MKTO,pop
MKTO,post-teen pop
Elle King,modern blues rock
Katy Perry,pop
G.R.L.,girl group
G.R.L.,post-teen pop
G.R.L.,talent show
Lewis Capaldi,pop
Lewis Capaldi,uk pop
Ella Henderson,dance pop
Ella Henderson,pop dance
Ella Henderson,talent show
Ella Henderson,uk pop
Hozier,irish singer-songwriter
Hozier,modern rock
Hozier,pop
Hozier,pov: indie
OMI,reggae fusion
The Script,celtic rock
The Script,pop
Rag'n'Bone Man,neo soul
DJ Khaled,hip hop
DJ Khaled,miami hip hop
DJ Khaled,pop rap
DJ Khaled,rap
Tom Odell,chill pop
Britney Spears,dance pop
Britney Spears,pop
Bii,mandopop
韓紅,c-pop
Jam Hsiao,mandopop
Mayday,mandopop
Mayday,taiwan pop
羅大佑,classic mandopop
羅大佑,taiwan campus folk
羅大佑,taiwan singer-songwriter
Jessica Mauboy,australian indigenous music
Jessica Mauboy,australian pop
Jessica Mauboy,australian talent show
Tiger Hu,mandopop
Ella Chen,mandopop
A-Mei Chang,mandopop
Sam Smith,pop
Sam Smith,uk pop
5 Seconds of Summer,boy band
5 Seconds of Summer,pop
Faye Wong,c-pop
吳青峰,mandopop
吳青峰,taiwan singer-songwriter
Jason Mraz,acoustic pop
Jason Mraz,dance pop
Jason Mraz,neo mellow
Jason Mraz,pop
Trevor Daniel,melodic rap
Jason Derulo,dance pop
Jason Derulo,pop
FKP,No genres found
Sam Hunt,contemporary country
Sam Hunt,country
Sam Hunt,country pop
Sam Hunt,modern country rock
Sean Kingston,dance pop
Sean Kingston,miami hip hop
Sean Kingston,pop
Austin Mahone,pop
Austin Mahone,post-teen pop
Jay Sean,dance pop
Jay Sean,pop
Jay Sean,pop rap
Jay Sean,post-teen pop
James TW,british singer-songwriter
James TW,uk pop
Yisa Yu,mandopop
Hu Xia,mandopop
Stefanie Sun,mandopop
Stefanie Sun,singaporean pop
Stefanie Sun,singaporean singer-songwriter
Iyaz,dance pop
Iyaz,pop rap
Iyaz,post-teen pop
Jesse McCartney,dance pop
Jesse McCartney,pop
Jesse McCartney,post-teen pop
PRETTYMUCH,boy band
PRETTYMUCH,post-teen pop
PRETTYMUCH,teen pop
Namewee,malaysian mandopop
Namewee,mandopop
WeiBird,chinese r&b
WeiBird,mandopop
WeiBird,taiwan singer-songwriter
G.E.M.,mandopop
Jeff Chang,classic mandopop
Jeff Chang,mandopop
Ozuna,puerto rican pop
Ozuna,reggaeton
Ozuna,trap latino
Ozuna,urbano latino
Lunay,reggaeton
Lunay,reggaeton flow
Lunay,trap latino
Lunay,urbano latino
Mike Perry,pop dance
Mike Perry,swedish tropical house
J.Williams,pacific islands pop
Disciples,house
Disciples,pop dance
Disciples,uk dance
Nelly,dance pop
Nelly,gangster rap
Nelly,hip hop
Nelly,pop rap
Nelly,rap
Nelly,st louis rap
Nelly,urban contemporary
Taio Cruz,dance pop
Taio Cruz,pop
Taio Cruz,pop rap
Nicki Minaj,hip pop
Nicki Minaj,pop
Nicki Minaj,queens hip hop
Nicki Minaj,rap
USHER,atl hip hop
USHER,contemporary r&b
USHER,dance pop
USHER,pop
USHER,r&b
USHER,rap
USHER,south carolina hip hop
USHER,urban contemporary
Ne-Yo,dance pop
Ne-Yo,pop
Ne-Yo,r&b
Ne-Yo,urban contemporary
Hannah Montana,pop
Hannah Montana,post-teen pop
Sammy Adams,indie pop rap
Cher Lloyd,dance pop
Cher Lloyd,pop
Cher Lloyd,post-teen pop
Cher Lloyd,talent show
Far East Movement,asian american hip hop
Far East Movement,dance pop
Far East Movement,pop rap
Gym Class Heroes,dance pop
Gym Class Heroes,pop rap
T-Pain,dance pop
T-Pain,gangster rap
T-Pain,hip hop
T-Pain,pop rap
T-Pain,r&b
T-Pain,rap
T-Pain,southern hip hop
T-Pain,trap
T-Pain,urban contemporary
B.o.B,atl hip hop
B.o.B,dance pop
B.o.B,pop rap
B.o.B,rap
B.o.B,southern hip hop
Jordin Sparks,dance pop
Jordin Sparks,pop
Jordin Sparks,post-teen pop
Jordin Sparks,urban contemporary
AGA,cantopop
Mao Buyi,chinese minyao
Mao Buyi,chinese singer-songwriter
Mao Buyi,mandopop
David Tao,chinese r&b
David Tao,mandopop
David Tao,taiwan pop
David Tao,taiwan singer-songwriter
Hins Cheung,cantopop
Topic,german dance
Topic,pop dance
Topic,pop edm
Topic,uk dance
Kenji Wu,mandopop
Kenji Wu,taiwan singer-songwriter
Sam Lee,mandopop
Fish Leong,malaysian mandopop
Fish Leong,mandopop
Offset,atl hip hop
Offset,hip hop
Offset,pop rap
Offset,rap
Offset,trap
YG,cali rap
YG,hip hop
YG,pop rap
YG,rap
YG,southern hip hop
YG,trap
Migos,atl hip hop
Migos,hip hop
Migos,pop rap
Migos,rap
Migos,southern hip hop
Migos,trap
Tory Lanez,canadian hip hop
Tory Lanez,canadian trap
Tory Lanez,melodic rap
Tory Lanez,pop rap
Tory Lanez,r&b
Tory Lanez,rap
Tory Lanez,trap
Aitch,manchester hip hop
Aitch,uk hip hop
Tyllionaire,No genres found
Veronica Vega,rap latina
Veronica Vega,trap queen
Lil Baby,atl hip hop
Lil Baby,atl trap
Lil Baby,rap
Lil Baby,trap
Luniz,g funk
Luniz,oakland hip hop
Luniz,west coast rap
Tyga,hip hop
Tyga,pop rap
Tyga,rap
Tyga,southern hip hop
Tyga,trap
Mustard,cali rap
Mustard,pop rap
Mustard,rap
Mustard,southern hip hop
Mustard,trap
Starr Lyfe,No genres found
Christine Fan,mandopop
A-Lin,mandopop
Nicholas Teo,malaysian mandopop
Nicholas Teo,mandopop
BY2,mandopop
BY2,singaporean pop
Rene Liu,mandopop
Rene Liu,taiwan singer-songwriter
Tanya Chua,mandopop
Tanya Chua,singaporean pop
Tanya Chua,singaporean singer-songwriter
Tanya Chua,taiwan singer-songwriter
Rachel Liang,mandopop
Jolin Tsai,mandopop
LaLa Hsu,mandopop
LaLa Hsu,taiwan singer-songwriter
Karen Mok,mandopop
Young Thug,atl hip hop
Young Thug,atl trap
Young Thug,gangster rap
Young Thug,hip hop
Young Thug,melodic rap
Young Thug,rap
Young Thug,trap
Eric IV,afroswing
Day Sulan,No genres found
Doja Cat,dance pop
Doja Cat,pop
DaBaby,hip hop
DaBaby,north carolina hip hop
DaBaby,pop rap
DaBaby,rap
DaBaby,trap
Soulja Boy,atl hip hop
Soulja Boy,chicago bop
Soulja Boy,dance pop
Soulja Boy,pop rap
Soulja Boy,rap
Soulja Boy,southern hip hop
Soulja Boy,trap
Akon,dance pop
Ren Ran,mandopop
Harlem Yu,classic mandopop
Harlem Yu,mandopop
Michael Wong,malaysian mandopop
Michael Wong,mandopop
Rainie Yang,mandopop
Gary Chaw,malaysian mandopop
Gary Chaw,mandopop
Jordan Chan,mandopop
Redfoo,No genres found
Rixton,post-teen pop
Rixton,talent show
Rixton,teen pop
Rixton,viral pop
Bruno Mars,dance pop
Bruno Mars,pop
Shontelle,barbadian pop
Shontelle,dance pop
Shontelle,post-teen pop
Shontelle,talent show
Destiny's Child,dance pop
Destiny's Child,girl group
Destiny's Child,pop
Destiny's Child,r&b
Destiny's Child,urban contemporary
Hunter Hayes,contemporary country
Hunter Hayes,country
Hunter Hayes,country road
Hunter Hayes,modern country rock
Pets Tseng,mandopop
Janice Yan,mandopop
Lin Hsin Yi,mandopop
Cyndi Wang,mandopop
林凡,mandopop
Silence Wang,chinese singer-songwriter
Silence Wang,mandopop
Della,mandopop
Eve Ai,mandopop
Eve Ai,taiwan singer-songwriter
Show Luo,mandopop
Claire Kuo,mandopop
831,mandopop
831,taiwan idol pop
Victor Wong,malaysian mandopop
Victor Wong,mandopop
Yen-J,mandopop
Evan Yo,mandopop
Evan Yo,taiwan singer-songwriter
胡66,chinese viral pop
胡66,mandopop
TANK 呂建忠,mandopop
TANK 呂建忠,taiwan pop
Shi Shi,mandopop
Shi Shi,taiwan pop
Valen Hsu,classic mandopop
Valen Hsu,mandopop
Nicky Lee,mandopop
Jason Zhang,mandopop
Nine Chen,mandopop
Nine Chen,taiwan singer-songwriter
Yoyo Sham,cantopop
Yoyo Sham,hong kong indie
Vicky Chen,mandopop
Vicky Chen,taiwan singer-songwriter
Crowd Lu,mandopop
Crowd Lu,taiwan indie
Crowd Lu,taiwan singer-songwriter
Kelly Yu,mandopop
Xiao Yu,mandopop
Xiao Yu,taiwan singer-songwriter
Sandy Lam,c-pop
Sandy Lam,classic mandopop
Sandy Lam,mandopop
Will Pan,mandopop
Jason Chan,cantopop
James Arthur,pop
James Arthur,talent show
James Arthur,uk pop
Jacky Cheung,c-pop
Jacky Cheung,classic mandopop
Khalil Fong,chinese r&b
Khalil Fong,mandopop
Janice Vidal,cantopop
Penny Tai,malaysian mandopop
Penny Tai,mandopop
Penny Tai,taiwan singer-songwriter
Wanting,mandopop
Ann Bai,mandopop
Fiona Sit,cantopop
Diana Wang,mandopop
Kimberley Chen,mandopop
Nan Quan Mama,mandopop
Candy Lo,cantopop
Shiga Lin,cantopop
Hua Chen Yu,chinese hip hop
Tim McGraw,contemporary country
Tim McGraw,country
Tim McGraw,country road
OneRepublic,piano rock
OneRepublic,pop
Ricky Hsiao,mandopop
Ricky Hsiao,taiwan singer-songwriter
許光漢,No genres found
黃齡,mandopop
Alien Huang,mandopop
Alien Huang,taiwan pop
J.Sheon,mandopop
J.Sheon,taiwan singer-songwriter
Jia Jia,mandopop
Zhang Zhen Yue,classic mandopop
Zhang Zhen Yue,mandopop
Zhang Zhen Yue,taiwan pop
Zhang Zhen Yue,taiwan singer-songwriter
Leo Ku,cantopop
Waa Wei,chinese indie
Waa Wei,mandopop
Waa Wei,taiwan indie
Waa Wei,taiwan pop
Waa Wei,taiwan singer-songwriter
Beyond,c-pop
Beyond,cantopop
Beyond,classic cantopop
Beyond,hong kong rock
Tangerine Wong,malaysian mandopop
Tangerine Wong,mandopop
Zhou Shen,chinese talent show
Zhou Shen,mandopop
Ariel Tsai,mandopop
Ada Zhuang,chinese singer-songwriter
Ada Zhuang,mandopop
阿涵,chinese viral pop
阿涵,mandopop
Miriam Yeung,cantopop
王錚亮,mandopop
TIA RAY,chinese jazz
TIA RAY,mandopop
劉瑞琦,mandopop
南征北戰,mandopop
Li Yugang,mandopop
Boon Hui Lu,mandopop
Boon Hui Lu,singaporean pop
Boon Hui Lu,singaporean singer-songwriter
金莎,mandopop
陳粒,chinese minyao
陳粒,chinese singer-songwriter
Chilam,cantopop
Chilam,classic cantopop
Xu Wei,c-pop
Xu Wei,chinese singer-songwriter
Xu Wei,northwest china indie
A-do,classic mandopop
A-do,mandopop
A-do,singaporean pop
王天戈fenella,chinese viral pop
Wang Feng,chinese singer-songwriter
Wang Feng,mandopop
易烊千璽,chinese idol pop
易烊千璽,mandopop
Kay Tse,cantopop
Kary Ng,cantopop
Jinny Ng,cantopop
Kelly Chen,c-pop
Kelly Chen,cantopop
Kelly Chen,classic cantopop
Grasshopper,c-pop
Grasshopper,cantopop
Grasshopper,classic cantopop
Grasshopper,classic mandopop
Pakho Chau,cantopop
Twins,cantopop
Vincy Chan,cantopop
Wilfred Lau,cantopop
Zhang Bichen,mandopop
徐良,mandopop
音阙诗听,chinese viral pop
音阙诗听,mandopop
TFBOYS,chinese idol pop
TFBOYS,mandopop
DNCE,dance pop
DNCE,pop
Alessia Cara,canadian contemporary r&b
Alessia Cara,canadian pop
Alessia Cara,pop
Hailee Steinfeld,pop
Jonathan Lee,classic mandopop
Jonathan Lee,mandopop
Jonathan Lee,taiwan singer-songwriter
Queena Cui,mandopop
李宗盛,classic mandopop
李宗盛,mandopop
李宗盛,taiwan singer-songwriter
Jackson Wang,k-pop
Mariah Carey,dance pop
Mariah Carey,pop
Mariah Carey,urban contemporary
林志炫,classic mandopop
林志炫,mandopop
MC HotDog,mandopop
MC HotDog,taiwan hip hop
ZICO,k-pop
ZICO,korean r&b
DAY6,k-pop
DAY6,k-pop boy group
GOT7,k-pop
GOT7,k-pop boy group
Eric Nam,k-pop
PENTAGON,k-pop
PENTAGON,k-pop boy group
MONSTA X,k-pop
MONSTA X,k-pop boy group
JJ Project,k-pop
WINNER,k-pop
WINNER,k-pop boy group
Stray Kids,k-pop
Stray Kids,k-pop boy group
Stray Kids,pop
SuperM,k-pop
NCT 127,k-pop
NCT 127,k-pop boy group
ONEUS,k-pop
ONEUS,k-pop boy group
ATEEZ,k-pop
ATEEZ,k-pop boy group
The Rose,k-pop
The Rose,k-pop boy group
Jay Park,k-pop
Jay Park,k-rap
Jay Park,korean r&b
Moon Chew,mandopop
Jung Yong Hwa,korean pop
Dan McKinna,No genres found
賴雅妍,No genres found
The Weeknd,canadian contemporary r&b
The Weeknd,canadian pop
The Weeknd,pop
Moux,focus
Tosh Møller,background piano
Eric Badanti,background piano
Jef Martens,No genres found
SYML,modern indie pop
Sigrid Vass,background piano
Rosie Carney,indie folk
Rosie Carney,irish singer-songwriter
Mewael Yemane,background piano
Jacob David,neo-classical
Rich Music LTD,urbano latino
Rae Sremmurd,melodic rap
Rae Sremmurd,mississippi hip hop
Rae Sremmurd,pop rap
Rae Sremmurd,rap
Rae Sremmurd,trap
Mélanie Laurent,french pop
Eric Cadogan,background piano
Ana Olgica,focus
Jordane Tumarinson,neo-classical
Valbona Ceferin,background piano
Quinn MacKenzie,background piano
Max Richter,compositional ambient
Max Richter,post-minimalism
Hayden James,aussietronica
Hayden James,gauze pop
Hayden James,house
Lyfes,No genres found
MEDUZA,edm
MEDUZA,pop dance
MEDUZA,pop house
MEDUZA,uk dance
Normani,pop
Normani,r&b
ROSALÍA,pop
ROSALÍA,r&b en espanol
Coldplay,permanent wave
Coldplay,pop
Parsa Sirjani,No genres found
CADMIUM,No genres found
Adon,chill house
Adon,tropical house
Jonas Brothers,boy band
Jonas Brothers,pop
Kygo,edm
Kygo,pop
Kygo,pop dance
Kygo,tropical house
Tiësto,big room
Tiësto,brostep
Tiësto,dutch edm
Tiësto,edm
Tiësto,house
Tiësto,pop dance
Tiësto,progressive electro house
Tiësto,slap house
Tiësto,trance
Martin Garrix,dutch edm
Martin Garrix,edm
Martin Garrix,pop
Martin Garrix,pop dance
Martin Garrix,progressive house
Fly By Midnight,singer-songwriter pop
Mark Mendy,No genres found
Major Lazer,dance pop
Major Lazer,edm
Major Lazer,electro house
Major Lazer,moombahton
Major Lazer,pop
Major Lazer,pop dance
Ariana Grande,pop
SHAED,electropop
Lizzo,escape room
Lizzo,minnesota hip hop
Lizzo,pop
Lizzo,trap queen
2 Man Embassy,No genres found
Mabel,pop
Mabel,uk pop
Anuel AA,reggaeton
Anuel AA,reggaeton flow
Anuel AA,trap boricua
Anuel AA,trap latino
Anuel AA,urbano latino
G-Eazy,indie pop rap
G-Eazy,oakland hip hop
G-Eazy,pop rap
G-Eazy,rap
Peder B. Helland,No genres found
Colbie Caillat,dance pop
Colbie Caillat,neo mellow
Colbie Caillat,pop
孙露,chinese audiophile
童安格,classic mandopop
Wakin Chau,c-pop
Wakin Chau,classic mandopop
Wakin Chau,mandopop
Danny Chan,c-pop
Danny Chan,cantopop
Danny Chan,classic cantopop
Priscilla Chan,c-pop
Priscilla Chan,cantopop
Priscilla Chan,classic cantopop
Alan Tam,c-pop
Alan Tam,classic cantopop
Anita Mui,c-pop
Anita Mui,cantopop
Anita Mui,classic cantopop
廖小璇,classic cantopop
廖小璇,vintage cantonese pop
Andy Lau,c-pop
Andy Lau,cantopop
Andy Lau,classic mandopop
陳良泉,vintage chinese pop
Teresa Teng,c-pop
Teresa Teng,classic mandopop
Teresa Teng,kayokyoku
羅鈾霞,Not Found
黃蜀娟,vintage taiwan pop
Dou Wei,chinese experimental
Dou Wei,chinese indie rock
Dou Wei,chinese post-rock
邰正宵,classic mandopop
邰正宵,mandopop
谭艳,chinese audiophile
趙詠華,classic mandopop
趙詠華,mandopop
Landy Wen,mandopop
張德蘭,cantonese opera
張德蘭,classic cantopop
蔡國權,c-pop
蔡國權,classic cantopop
Leslie Cheung,c-pop
Leslie Cheung,cantopop
Hacken Lee,c-pop
Hacken Lee,cantopop
Hacken Lee,classic cantopop
Roman Tam,c-pop
Roman Tam,cantopop
Roman Tam,classic cantopop
呂珊,classic cantopop
相思,classic mandopop
相思,hokkien pop
郭雯雯 (风采姐妹),No genres found
Zhan Ai Ling 湛爱铃,No genres found
Regard,pop dance
Regard,pop edm
Regard,slap house
Regard,uk dance
Avicii,dance pop
Avicii,edm
Avicii,pop
Avicii,pop dance
GASHI,deep underground hip hop
Dan + Shay,contemporary country
Dan + Shay,country
Dan + Shay,country road
Kanye West,chicago rap
Kanye West,hip hop
Kanye West,rap
Travis Scott,rap
Travis Scott,slap house
KAROL G,reggaeton
KAROL G,reggaeton colombiano
KAROL G,urbano latino
Black Eyed Peas,dance pop
Black Eyed Peas,pop
Black Eyed Peas,pop rap
Post Malone,dfw rap
Post Malone,melodic rap
Post Malone,pop
Post Malone,rap
Christina Perri,pop
Kelly Clarkson,dance pop
Kelly Clarkson,pop
Kelly Clarkson,talent show
楊洋,mandopop
Where Chou,classic mandopop
Where Chou,mandopop
王源,chinese idol pop
王源,chinese singer-songwriter
王源,mandopop
Joi Chua,mandopop
Joi Chua,singaporean singer-songwriter
Sam Hui,c-pop
Sam Hui,classic cantopop
Sam Hui,vintage cantonese pop
黃衍濛,No genres found
Mavis Hee,classic cantopop
Mavis Hee,classic mandopop
Mavis Hee,mandopop
Mavis Hee,singaporean pop
Chen Li Juan,malaysian mandopop
Wanfang,classic mandopop
Wanfang,mandopop
鳳飛飛,classic mandopop
江念庭,No genres found
Sarah Chen,classic mandopop
Justin Lo,cantopop
蔡振南,classic mandopop
蔡振南,hokkien pop
Tsai Chin,c-pop
Tsai Chin,chinese audiophile
Tsai Chin,classic mandopop
Tsai Chin,taiwan campus folk
黃小琥,classic mandopop
黃小琥,mandopop
Zhang Qing Fang,classic mandopop
Zhang Qing Fang,mandopop
林淑容,classic mandopop
Sammi Cheng,c-pop
Sammi Cheng,cantopop
Tracy Huang,classic mandopop
Fei Yu-ching,c-pop
Fei Yu-ching,classic mandopop
CoCo Lee,mandopop
CoCo Lee,taiwan pop
Alex To,classic mandopop
Alex To,mandopop
Yida Huang,mandopop
Loud Luxury,edm
Loud Luxury,pop dance
Zedd,complextro
Zedd,edm
Zedd,german techno
Zedd,pop
Zedd,pop dance
Billie Eilish,art pop
Billie Eilish,pop
Selena Gomez,pop
Selena Gomez,post-teen pop
Y2K,pop rap
Y2K,viral rap
The Game,detroit hip hop
The Game,gangster rap
The Game,hip hop
The Game,pop rap
The Game,rap
The Game,southern hip hop
The Game,trap
Dua Lipa,dance pop
Dua Lipa,pop
Dua Lipa,uk pop
Camo Columbo,No genres found
Johnning,gaming edm
Johnning,pop edm
Halsey,electropop
Halsey,etherpop
Halsey,indie poptimism
Halsey,pop
Rival,No genres found
Tanjent,No genres found
Lauv,pop
Ant Saunders,chill r&b
DVBBS,canadian electronic
DVBBS,dutch house
DVBBS,edm
DVBBS,electro house
DVBBS,pop dance
DVBBS,progressive electro house
DVBBS,slap house
blackbear,alt z
blackbear,pop
Flux Pavilion,brostep
Flux Pavilion,classic dubstep
Flux Pavilion,complextro
Flux Pavilion,edm
Flux Pavilion,electro house
Snoop Dogg,g funk
Snoop Dogg,gangster rap
Snoop Dogg,hip hop
Snoop Dogg,pop rap
Snoop Dogg,rap
Snoop Dogg,west coast rap
Sam Feldt,edm
Sam Feldt,pop dance
Sam Feldt,tropical house
Megan Thee Stallion,houston rap
Megan Thee Stallion,pop
Megan Thee Stallion,rap
Megan Thee Stallion,trap queen
Cheat Codes,edm
Cheat Codes,pop
Cheat Codes,pop dance
Clean Bandit,pop
Clean Bandit,uk dance
Clean Bandit,uk funky
J Balvin,reggaeton
J Balvin,reggaeton colombiano
J Balvin,trap latino
J Balvin,urbano latino
DJ Snake,dance pop
DJ Snake,edm
DJ Snake,electronic trap
DJ Snake,pop
DJ Snake,pop dance
SIX60,nz pop
SIX60,nz reggae
Peking Duk,aussietronica
Peking Duk,australian electropop
Peking Duk,australian indie
Peking Duk,edm
"Tyler, The Creator",hip hop
"Tyler, The Creator",rap
Nicole Millar,australian pop
Nicole Millar,gauze pop
M.I.A.,escape room
M.I.A.,indietronica
M.I.A.,new rave
DJ Katch,basshall
Wale,pop rap
Wale,r&b
Wale,rap
Wale,southern hip hop
Wale,trap
HAIM,indietronica
HAIM,metropopolis
BROODS,auckland indie
BROODS,etherpop
BROODS,indietronica
BROODS,metropopolis
BROODS,nz pop
Lucy Rose,ambient folk
Lucy Rose,british singer-songwriter
Vicetone,edm
Vicetone,electro house
Vicetone,pop dance
Vicetone,progressive electro house
Morgan Sulele,norwegian pop
Morgan Sulele,russelater
Syn Cole,deep tropical house
Syn Cole,edm
Syn Cole,pop dance
Syn Cole,pop edm
Syn Cole,progressive electro house
Syn Cole,tropical house
Rascal Flatts,contemporary country
Rascal Flatts,country
Rascal Flatts,country road
Shania Twain,canadian country
Shania Twain,canadian pop
Shania Twain,contemporary country
Shania Twain,country
Shania Twain,country dawn
N.E.R.D,hip hop
N.E.R.D,virginia hip hop
Arizona Zervas,indie pop rap
Arizona Zervas,pop rap
Arizona Zervas,rhode island rap
Roddy Ricch,melodic rap
Roddy Ricch,rap
Roddy Ricch,trap
Mac Miller,hip hop
Mac Miller,pittsburgh rap
Mac Miller,rap
Labrinth,indie poptimism
Labrinth,pop
Shakira,colombian pop
Shakira,dance pop
Shakira,latin pop
Shakira,pop
Tones And I,australian pop
Rita Ora,dance pop
Rita Ora,pop
Rita Ora,uk pop
Gotye,australian pop
BROCKHAMPTON,boy band
BROCKHAMPTON,rap
CÄHN,sami
PARTYNEXTDOOR,r&b
PARTYNEXTDOOR,rap
PARTYNEXTDOOR,urban contemporary
Keenan,No genres found
Bazzi,pop
Ava Max,pop
Marshmello,brostep
Marshmello,edm
Marshmello,pop
Marshmello,progressive electro house
Lady Gaga,art pop
Lady Gaga,dance pop
Lady Gaga,pop
LEFT.,No genres found
Youngn Lipz,aussie drill
Fabolous,gangster rap
Fabolous,hip hop
Fabolous,pop rap
Fabolous,rap
Fabolous,trap
Fabolous,urban contemporary
B Young,afroswing
B Young,london rap
B Young,uk hip hop
Future,atl hip hop
Future,hip hop
Future,rap
Future,southern hip hop
Future,trap
Flipp Dinero,melodic rap
Flipp Dinero,trap
H.E.R.,r&b
H.E.R.,rap
Russ,hawaiian hip hop
Russ,pop rap
Eminem,detroit hip hop
Eminem,hip hop
Eminem,rap
Meek Mill,hip hop
Meek Mill,philly rap
Meek Mill,pop rap
Meek Mill,rap
Meek Mill,southern hip hop
Meek Mill,trap
Ray J,pop rap
Ray J,urban contemporary
Drake,canadian hip hop
Drake,canadian pop
Drake,hip hop
Drake,pop rap
Drake,rap
DaniLeigh,r&b
DaniLeigh,rap latina
Conan Gray,bedroom pop
Conan Gray,pop
Conan Gray,pov: indie
Noah Cyrus,alt z
Noah Cyrus,pop
Jorja Smith,r&b
Jorja Smith,uk contemporary r&b
Alex Skrindo,gaming edm
Rebecca Leonard,background piano
Patrizio Pisani,background piano
SAINt JHN,melodic rap
SAINt JHN,slap house
Brantley Gilbert,contemporary country
Brantley Gilbert,country
Brantley Gilbert,country road
Brantley Gilbert,modern country rock
DripReport,viral rap
D-Slugga,No genres found
Chance the Rapper,chicago rap
Chance the Rapper,conscious hip hop
Chance the Rapper,hip hop
Chance the Rapper,pop rap
Chance the Rapper,rap
Chance the Rapper,trap
